Sample_2	Site_2	Mass_2	C2	H2	O2	N2	S2	P2	MolForm_2	El_comp_2	Class_2
QZ_K4	QZ	497.202657	24	34	11	0	0	0	C24H34O11	CHO	Lignin
QZ_K4	QZ	497.1849612	24	34	9	0	1	0	C24H34O9S	CHOS	Lignin
QZ_K4	QZ	493.219038	24	34	9	2	0	0	C24H34O9N2	CHON	Lignin
QZ_K4	QZ	481.2078727	24	34	10	0	0	0	C24H34O10	CHO	Lignin
QZ_K4	QZ	481.1900238	24	34	8	0	1	0	C24H34O8S	CHOS	Lignin
QZ_K4	QZ	477.2243257	24	34	8	2	0	0	C24H34O8N2	CHON	Lignin
QZ_K4	QZ	465.2130248	24	34	9	0	0	0	C24H34O9	CHO	Lignin
QZ_K4	QZ	465.1950789	24	34	7	0	1	0	C24H34O7S	CHOS	Lignin
QZ_K4	QZ	461.2291929	24	34	7	2	0	0	C24H34O7N2	CHON	Lignin
QZ_K4	QZ	449.2180963	24	34	8	0	0	0	C24H34O8	CHO	Lignin
QZ_K4	QZ	442.2266318	24	34	3	3	0	1	C24H34O3N3P	CHONP	Lignin
QZ_K4	QZ	433.2230175	24	34	7	0	0	0	C24H34O7	CHO	Lignin
QZ_K4	QZ	417.2284404	24	34	6	0	0	0	C24H34O6	CHO	Lignin
QZ_K4	QZ	401.233309	24	34	5	0	0	0	C24H34O5	CHO	Lignin
QZ_K4	QZ	385.2383865	24	34	4	0	0	0	C24H34O4	CHO	Lignin
QZ_K4	QZ	369.243425	24	34	3	0	0	0	C24H34O3	CHO	Lignin
QZ_K4	QZ	350.0550021	12	17	9	1	1	0	C12H17O9NS	CHONS	Tannin
QZ_K4	QZ	334.0424092	12	17	6	1	2	0	C12H17O6NS2	CHONS	Lignin
QZ_K4	QZ	318.0652925	12	17	7	1	1	0	C12H17O7NS	CHONS	Lignin
QZ_K4	QZ	318.0475156	12	17	5	1	2	0	C12H17O5NS2	CHONS	Lignin
QZ_K4	QZ	314.0993426	12	17	7	3	0	0	C12H17O7N3	CHON	Lignin
QZ_K4	QZ	314.0816347	12	17	5	3	1	0	C12H17O5N3S	CHONS	Lignin
QZ_K4	QZ	302.0881812	12	17	8	1	0	0	C12H17O8N	CHON	Tannin
QZ_K4	QZ	302.0704622	12	17	6	1	1	0	C12H17O6NS	CHONS	Lignin
QZ_K4	QZ	298.1044657	12	17	6	3	0	0	C12H17O6N3	CHON	Lignin
QZ_K4	QZ	286.0932243	12	17	7	1	0	0	C12H17O7N	CHON	Lignin
QZ_K4	QZ	286.0753814	12	17	5	1	1	0	C12H17O5NS	CHONS	Lignin
QZ_K4	QZ	282.1094432	12	17	5	3	0	0	C12H17O5N3	CHON	Lignin
QZ_K4	QZ	270.098324	12	17	6	1	0	0	C12H17O6N	CHON	Lignin
QZ_K4	QZ	270.080542	12	17	4	1	1	0	C12H17O4NS	CHONS	Lignin
QZ_K4	QZ	266.1146192	12	17	4	3	0	0	C12H17O4N3	CHON	Lignin
QZ_K4	QZ	254.1033223	12	17	5	1	0	0	C12H17O5N	CHON	Lignin
QZ_K4	QZ	254.0855813	12	17	3	1	1	0	C12H17O3NS	CHONS	Lignin
QZ_K4	QZ	250.1196519	12	17	3	3	0	0	C12H17O3N3	CHON	Lignin
QZ_K4	QZ	238.1084333	12	17	4	1	0	0	C12H17O4N	CHON	Lignin
QZ_K4	QZ	222.113498	12	17	3	1	0	0	C12H17O3N	CHON	Lignin
QZ_K4	QZ	206.1185897	12	17	2	1	0	0	C12H17O2N	CHON	Lignin
QZ_K4	QZ	591.2808625	31	44	11	0	0	0	C31H44O11	CHO	Lignin
QZ_K4	QZ	575.2860681	31	44	10	0	0	0	C31H44O10	CHO	Lignin
QZ_K4	QZ	572.2429632	31	44	3	1	2	1	C31H44O3NS2P	CHONSP	UnsatHC
QZ_K4	QZ	571.3023547	31	44	8	2	0	0	C31H44O8N2	CHON	Lignin
QZ_K4	QZ	559.2911625	31	44	9	0	0	0	C31H44O9	CHO	Lignin
QZ_K4	QZ	540.2530855	31	44	1	1	2	1	C31H44ONS2P	CHONSP	UnsatHC
QZ_K4	QZ	527.3014024	31	44	7	0	0	0	C31H44O7	CHO	Lignin
QZ_K4	QZ	701.354481	38	54	12	0	0	0	C38H54O12	CHO	Lignin
QZ_K4	QZ	488.1344059	19	27	10	3	1	0	C19H27O10N3S	CHONS	Lignin
QZ_K4	QZ	440.1674061	19	27	9	3	0	0	C19H27O9N3	CHON	Lignin
QZ_K4	QZ	428.1561222	19	27	10	1	0	0	C19H27O10N	CHON	Lignin
QZ_K4	QZ	428.1382523	19	27	8	1	1	0	C19H27O8NS	CHONS	Lignin
QZ_K4	QZ	424.1724204	19	27	8	3	0	0	C19H27O8N3	CHON	Lignin
QZ_K4	QZ	412.1613141	19	27	9	1	0	0	C19H27O9N	CHON	Lignin
QZ_K4	QZ	412.1434471	19	27	7	1	1	0	C19H27O7NS	CHONS	Lignin
QZ_K4	QZ	396.1664197	19	27	8	1	0	0	C19H27O8N	CHON	Lignin
QZ_K4	QZ	396.1484658	19	27	6	1	1	0	C19H27O6NS	CHONS	Lignin
QZ_K4	QZ	380.1713982	19	27	7	1	0	0	C19H27O7N	CHON	Lignin
QZ_K4	QZ	376.1878661	19	27	5	3	0	0	C19H27O5N3	CHON	Lignin
QZ_K4	QZ	364.1766698	19	27	6	1	0	0	C19H27O6N	CHON	Lignin
QZ_K4	QZ	348.1815904	19	27	5	1	0	0	C19H27O5N	CHON	Lignin
QZ_K4	QZ	332.1866342	19	27	4	1	0	0	C19H27O4N	CHON	Lignin
QZ_K4	QZ	316.1917422	19	27	3	1	0	0	C19H27O3N	CHON	Lignin
QZ_K4	QZ	790.5152181	52	74	1	1	1	1	C52H74ONSP	CHONSP	UnsatHC
QZ_K4	QZ	554.2063315	26	37	10	1	1	0	C26H37O10NS	CHONS	Lignin
QZ_K4	QZ	538.2115586	26	37	9	1	1	0	C26H37O9NS	CHONS	Lignin
QZ_K4	QZ	522.2343988	26	37	10	1	0	0	C26H37O10N	CHON	Lignin
QZ_K4	QZ	522.2165719	26	37	8	1	1	0	C26H37O8NS	CHONS	Lignin
QZ_K4	QZ	506.2394532	26	37	9	1	0	0	C26H37O9N	CHON	Lignin
QZ_K4	QZ	506.2217183	26	37	7	1	1	0	C26H37O7NS	CHONS	Lignin
QZ_K4	QZ	502.2558196	26	37	7	3	0	0	C26H37O7N3	CHON	Lignin
QZ_K4	QZ	490.2445019	26	37	8	1	0	0	C26H37O8N	CHON	Lignin
QZ_K4	QZ	474.249734	26	37	7	1	0	0	C26H37O7N	CHON	Lignin
QZ_K4	QZ	458.2547366	26	37	6	1	0	0	C26H37O6N	CHON	Lignin
QZ_K4	QZ	442.2599186	26	37	5	1	0	0	C26H37O5N	CHON	Lignin
QZ_K4	QZ	617.2709129	33	47	7	0	1	1	C33H47O7SP	CHOSP	Lignin
QZ_K4	QZ	616.3126983	33	47	10	1	0	0	C33H47O10N	CHON	Lignin
QZ_K4	QZ	600.3176115	33	47	9	1	0	0	C33H47O9N	CHON	Lignin
QZ_K4	QZ	584.3231264	33	47	8	1	0	0	C33H47O8N	CHON	Lignin
QZ_K4	QZ	678.3830798	40	57	6	1	1	0	C40H57O6NS	CHONS	Lignin
QZ_K4	QZ	755.4008288	42	60	12	0	0	0	C42H60O12	CHO	Lignin
QZ_K4	QZ	693.3130841	35	50	14	0	0	0	C35H50O14	CHO	Lignin
QZ_K4	QZ	688.4139401	42	60	5	1	0	1	C42H60O5NP	CHONP	UnsatHC
QZ_K4	QZ	677.3178491	35	50	13	0	0	0	C35H50O13	CHO	Lignin
QZ_K4	QZ	661.3226644	35	50	12	0	0	0	C35H50O12	CHO	Lignin
QZ_K4	QZ	645.3282341	35	50	11	0	0	0	C35H50O11	CHO	Lignin
QZ_K4	QZ	638.3186008	35	50	4	3	1	1	C35H50O4N3SP	CHONSP	UnsatHC
QZ_K4	QZ	613.338198	35	50	9	0	0	0	C35H50O9	CHO	Lignin
QZ_K4	QZ	610.29485	35	50	2	1	2	1	C35H50O2NS2P	CHONSP	UnsatHC
QZ_K4	QZ	597.3430544	35	50	8	0	0	0	C35H50O8	CHO	Lignin
QZ_K4	QZ	583.2397091	28	40	13	0	0	0	C28H40O13	CHO	Lignin
QZ_K4	QZ	567.2447086	28	40	12	0	0	0	C28H40O12	CHO	Lignin
QZ_K4	QZ	563.2608197	28	40	10	2	0	0	C28H40O10N2	CHON	Lignin
QZ_K4	QZ	551.249861	28	40	11	0	0	0	C28H40O11	CHO	Lignin
QZ_K4	QZ	551.2321281	28	40	9	0	1	0	C28H40O9S	CHOS	Lignin
QZ_K4	QZ	535.2547894	28	40	10	0	0	0	C28H40O10	CHO	Lignin
QZ_K4	QZ	535.2371896	28	40	8	0	1	0	C28H40O8S	CHOS	Lignin
QZ_K4	QZ	531.2710096	28	40	8	2	0	0	C28H40O8N2	CHON	Lignin
QZ_K4	QZ	519.259966	28	40	9	0	0	0	C28H40O9	CHO	Lignin
QZ_K4	QZ	519.2420351	28	40	7	0	1	0	C28H40O7S	CHOS	Lignin
QZ_K4	QZ	503.2649387	28	40	8	0	0	0	C28H40O8	CHO	Lignin
QZ_K4	QZ	500.2214665	28	40	1	1	2	1	C28H40ONS2P	CHONSP	UnsatHC
QZ_K4	QZ	487.2702338	28	40	7	0	0	0	C28H40O7	CHO	Lignin
QZ_K4	QZ	473.1664509	21	30	12	0	0	0	C21H30O12	CHO	Lignin
QZ_K4	QZ	473.148791	21	30	10	0	1	0	C21H30O10S	CHOS	Lignin
QZ_K4	QZ	471.2751692	28	40	6	0	0	0	C28H40O6	CHO	Lignin
QZ_K4	QZ	457.1714402	21	30	11	0	0	0	C21H30O11	CHO	Lignin
QZ_K4	QZ	457.1537133	21	30	9	0	1	0	C21H30O9S	CHOS	Lignin
QZ_K4	QZ	455.2804301	28	40	5	0	0	0	C28H40O5	CHO	Lignin
QZ_K4	QZ	453.1879609	21	30	9	2	0	0	C21H30O9N2	CHON	Lignin
QZ_K4	QZ	441.1766841	21	30	10	0	0	0	C21H30O10	CHO	Lignin
QZ_K4	QZ	441.1588872	21	30	8	0	1	0	C21H30O8S	CHOS	Lignin
QZ_K4	QZ	439.2853765	28	40	4	0	0	0	C28H40O4	CHO	Lignin
QZ_K4	QZ	437.1929769	21	30	8	2	0	0	C21H30O8N2	CHON	Lignin
QZ_K4	QZ	425.1816086	21	30	9	0	0	0	C21H30O9	CHO	Lignin
QZ_K4	QZ	421.1980286	21	30	7	2	0	0	C21H30O7N2	CHON	Lignin
QZ_K4	QZ	409.1868828	21	30	8	0	0	0	C21H30O8	CHO	Lignin
QZ_K4	QZ	409.1689999	21	30	6	0	1	0	C21H30O6S	CHOS	Lignin
QZ_K4	QZ	405.203113	21	30	6	2	0	0	C21H30O6N2	CHON	Lignin
QZ_K4	QZ	393.1919649	21	30	7	0	0	0	C21H30O7	CHO	Lignin
QZ_K4	QZ	377.1970588	21	30	6	0	0	0	C21H30O6	CHO	Lignin
QZ_K4	QZ	375.0868577	14	20	8	2	1	0	C14H20O8N2S	CHONS	Lignin
QZ_K4	QZ	363.0931132	14	20	11	0	0	0	C14H20O11	CHO	Tannin
QZ_K4	QZ	363.0754592	14	20	9	0	1	0	C14H20O9S	CHOS	Lignin
QZ_K4	QZ	361.2020498	21	30	5	0	0	0	C21H30O5	CHO	Lignin
QZ_K4	QZ	359.0918013	14	20	7	2	1	0	C14H20O7N2S	CHONS	Lignin
QZ_K4	QZ	347.0983366	14	20	10	0	0	0	C14H20O10	CHO	Tannin
QZ_K4	QZ	347.0805526	14	20	8	0	1	0	C14H20O8S	CHOS	Lignin
QZ_K4	QZ	345.2071389	21	30	4	0	0	0	C21H30O4	CHO	Lignin
QZ_K4	QZ	343.1147349	14	20	8	2	0	0	C14H20O8N2	CHON	Lignin
QZ_K4	QZ	343.096977	14	20	6	2	1	0	C14H20O6N2S	CHONS	Lignin
QZ_K4	QZ	331.1034842	14	20	9	0	0	0	C14H20O9	CHO	Lignin
QZ_K4	QZ	331.0856412	14	20	7	0	1	0	C14H20O7S	CHOS	Lignin
QZ_K4	QZ	329.2122032	21	30	3	0	0	0	C21H30O3	CHO	Lignin
QZ_K4	QZ	327.1197748	14	20	7	2	0	0	C14H20O7N2	CHON	Lignin
QZ_K4	QZ	327.1020149	14	20	5	2	1	0	C14H20O5N2S	CHONS	Lignin
QZ_K4	QZ	315.108622	14	20	8	0	0	0	C14H20O8	CHO	Lignin
QZ_K4	QZ	315.0908651	14	20	6	0	1	0	C14H20O6S	CHOS	Lignin
QZ_K4	QZ	313.2173687	21	30	2	0	0	0	C21H30O2	CHO	UnsatHC
QZ_K4	QZ	311.124902	14	20	6	2	0	0	C14H20O6N2	CHON	Lignin
QZ_K4	QZ	299.1136923	14	20	7	0	0	0	C14H20O7	CHO	Lignin
QZ_K4	QZ	299.0959083	14	20	5	0	1	0	C14H20O5S	CHOS	Lignin
QZ_K4	QZ	295.1299416	14	20	5	2	0	0	C14H20O5N2	CHON	Lignin
QZ_K4	QZ	283.1187399	14	20	6	0	0	0	C14H20O6	CHO	Lignin
QZ_K4	QZ	283.100947	14	20	4	0	1	0	C14H20O4S	CHOS	Lignin
QZ_K4	QZ	279.1349917	14	20	4	2	0	0	C14H20O4N2	CHON	Lignin
QZ_K4	QZ	267.1237741	14	20	5	0	0	0	C14H20O5	CHO	Lignin
QZ_K4	QZ	267.1059432	14	20	3	0	1	0	C14H20O3S	CHOS	Lignin
QZ_K4	QZ	263.1400903	14	20	3	2	0	0	C14H20O3N2	CHON	Lignin
QZ_K4	QZ	251.128794	14	20	4	0	0	0	C14H20O4	CHO	Lignin
QZ_K4	QZ	235.1339026	14	20	3	0	0	0	C14H20O3	CHO	Lignin
QZ_K4	QZ	219.1390089	14	20	2	0	0	0	C14H20O2	CHO	Lignin
QZ_K4	QZ	173.0455026	7	10	5	0	0	0	C7H10O5	CHO	Tannin
QZ_K4	QZ	634.3681524	37	53	4	3	1	0	C37H53O4N3S	CHONS	UnsatHC
QZ_K4	QZ	576.2812341	30	43	10	1	0	0	C30H43O10N	CHON	Lignin
QZ_K4	QZ	544.2914525	30	43	8	1	0	0	C30H43O8N	CHON	Lignin
QZ_K4	QZ	540.3078382	30	43	6	3	0	0	C30H43O6N3	CHON	Lignin
QZ_K4	QZ	528.2965752	30	43	7	1	0	0	C30H43O7N	CHON	Lignin
QZ_K4	QZ	498.1978433	23	33	11	1	0	0	C23H33O11N	CHON	Lignin
QZ_K4	QZ	498.1801724	23	33	9	1	1	0	C23H33O9NS	CHONS	Lignin
QZ_K4	QZ	494.2141923	23	33	9	3	0	0	C23H33O9N3	CHON	Lignin
QZ_K4	QZ	482.2029702	23	33	10	1	0	0	C23H33O10N	CHON	Lignin
QZ_K4	QZ	478.2194692	23	33	8	3	0	0	C23H33O8N3	CHON	Lignin
QZ_K4	QZ	466.2082235	23	33	9	1	0	0	C23H33O9N	CHON	Lignin
QZ_K4	QZ	466.1903815	23	33	7	1	1	0	C23H33O7NS	CHONS	Lignin
QZ_K4	QZ	462.2245626	23	33	7	3	0	0	C23H33O7N3	CHON	Lignin
QZ_K4	QZ	450.2134032	23	33	8	1	0	0	C23H33O8N	CHON	Lignin
QZ_K4	QZ	434.2184146	23	33	7	1	0	0	C23H33O7N	CHON	Lignin
QZ_K4	QZ	430.2346381	23	33	5	3	0	0	C23H33O5N3	CHON	Lignin
QZ_K4	QZ	418.2235357	23	33	6	1	0	0	C23H33O6N	CHON	Lignin
QZ_K4	QZ	402.2284895	23	33	5	1	0	0	C23H33O5N	CHON	Lignin
QZ_K4	QZ	383.2258282	23	33	1	2	0	1	C23H33ON2P	CHONP	UnsatHC
QZ_K4	QZ	747.3597914	39	56	14	0	0	0	C39H56O14	CHO	Lignin
QZ_K4	QZ	715.3697945	39	56	12	0	0	0	C39H56O12	CHO	Lignin
QZ_K4	QZ	683.3802439	39	56	10	0	0	0	C39H56O10	CHO	Lignin
QZ_K4	QZ	571.397758	39	56	1	0	1	0	C39H56OS	CHOS	UnsatHC
QZ_K4	QZ	669.2763147	32	46	15	0	0	0	C32H46O15	CHO	Lignin
QZ_K4	QZ	621.291754	32	46	12	0	0	0	C32H46O12	CHO	Lignin
QZ_K4	QZ	617.3076767	32	46	10	2	0	0	C32H46O10N2	CHON	Lignin
QZ_K4	QZ	605.2967255	32	46	11	0	0	0	C32H46O11	CHO	Lignin
QZ_K4	QZ	601.3131691	32	46	9	2	0	0	C32H46O9N2	CHON	Lignin
QZ_K4	QZ	589.3018688	32	46	10	0	0	0	C32H46O10	CHO	Lignin
QZ_K4	QZ	586.2586116	32	46	3	1	2	1	C32H46O3NS2P	CHONSP	UnsatHC
QZ_K4	QZ	585.3182083	32	46	8	2	0	0	C32H46O8N2	CHON	Lignin
QZ_K4	QZ	582.2924598	32	46	3	3	1	1	C32H46O3N3SP	CHONSP	UnsatHC
QZ_K4	QZ	573.3067798	32	46	9	0	0	0	C32H46O9	CHO	Lignin
QZ_K4	QZ	557.3120868	32	46	8	0	0	0	C32H46O8	CHO	Lignin
QZ_K4	QZ	554.268571	32	46	1	1	2	1	C32H46ONS2P	CHONSP	UnsatHC
QZ_K4	QZ	404.102146	16	23	9	1	1	0	C16H23O9NS	CHONS	Lignin
QZ_K4	QZ	400.136035	16	23	9	3	0	0	C16H23O9N3	CHON	Lignin
QZ_K4	QZ	388.124855	16	23	10	1	0	0	C16H23O10N	CHON	Lignin
QZ_K4	QZ	388.1070641	16	23	8	1	1	0	C16H23O8NS	CHONS	Lignin
QZ_K4	QZ	384.1411473	16	23	8	3	0	0	C16H23O8N3	CHON	Lignin
QZ_K4	QZ	384.1233883	16	23	6	3	1	0	C16H23O6N3S	CHONS	Lignin
QZ_K4	QZ	372.1299401	16	23	9	1	0	0	C16H23O9N	CHON	Lignin
QZ_K4	QZ	372.1121631	16	23	7	1	1	0	C16H23O7NS	CHONS	Lignin
QZ_K4	QZ	368.1462975	16	23	7	3	0	0	C16H23O7N3	CHON	Lignin
QZ_K4	QZ	356.1351771	16	23	8	1	0	0	C16H23O8N	CHON	Lignin
QZ_K4	QZ	356.1173582	16	23	6	1	1	0	C16H23O6NS	CHONS	Lignin
QZ_K4	QZ	352.1512779	16	23	6	3	0	0	C16H23O6N3	CHON	Lignin
QZ_K4	QZ	340.1402703	16	23	7	1	0	0	C16H23O7N	CHON	Lignin
QZ_K4	QZ	340.1224053	16	23	5	1	1	0	C16H23O5NS	CHONS	Lignin
QZ_K4	QZ	336.1565073	16	23	5	3	0	0	C16H23O5N3	CHON	Lignin
QZ_K4	QZ	324.1452507	16	23	6	1	0	0	C16H23O6N	CHON	Lignin
QZ_K4	QZ	324.1274197	16	23	4	1	1	0	C16H23O4NS	CHONS	Lignin
QZ_K4	QZ	308.1503124	16	23	5	1	0	0	C16H23O5N	CHON	Lignin
QZ_K4	QZ	308.1324974	16	23	3	1	1	0	C16H23O3NS	CHONS	Lignin
QZ_K4	QZ	292.1554095	16	23	4	1	0	0	C16H23O4N	CHON	Lignin
QZ_K4	QZ	276.1605181	16	23	3	1	0	0	C16H23O3N	CHON	Lignin
QZ_K4	QZ	260.1655062	16	23	2	1	0	0	C16H23O2N	CHON	Lignin
QZ_K4	QZ	575.1983327	25	36	15	0	0	0	C25H36O15	CHO	Lignin
QZ_K4	QZ	543.2082815	25	36	13	0	0	0	C25H36O13	CHO	Lignin
QZ_K4	QZ	527.213163	25	36	12	0	0	0	C25H36O12	CHO	Lignin
QZ_K4	QZ	511.2184206	25	36	11	0	0	0	C25H36O11	CHO	Lignin
QZ_K4	QZ	511.2007097	25	36	9	0	1	0	C25H36O9S	CHOS	Lignin
QZ_K4	QZ	495.2237495	25	36	10	0	0	0	C25H36O10	CHO	Lignin
QZ_K4	QZ	495.2058956	25	36	8	0	1	0	C25H36O8S	CHOS	Lignin
QZ_K4	QZ	491.2399923	25	36	8	2	0	0	C25H36O8N2	CHON	Lignin
QZ_K4	QZ	479.2287317	25	36	9	0	0	0	C25H36O9	CHO	Lignin
QZ_K4	QZ	479.2108198	25	36	7	0	1	0	C25H36O7S	CHOS	Lignin
QZ_K4	QZ	475.2447586	25	36	7	2	0	0	C25H36O7N2	CHON	Lignin
QZ_K4	QZ	463.2336303	25	36	8	0	0	0	C25H36O8	CHO	Lignin
QZ_K4	QZ	447.2389064	25	36	7	0	0	0	C25H36O7	CHO	Lignin
QZ_K4	QZ	431.2440072	25	36	6	0	0	0	C25H36O6	CHO	Lignin
QZ_K4	QZ	415.2491417	25	36	5	0	0	0	C25H36O5	CHO	Lignin
QZ_K4	QZ	399.2540299	25	36	4	0	0	0	C25H36O4	CHO	Lignin
QZ_K4	QZ	646.3232289	34	49	11	1	0	0	C34H49O11N	CHON	Lignin
QZ_K4	QZ	630.3286294	34	49	10	1	0	0	C34H49O10N	CHON	Lignin
QZ_K4	QZ	614.3334404	34	49	9	1	0	0	C34H49O9N	CHON	Lignin
QZ_K4	QZ	691.333414	36	52	13	0	0	0	C36H52O13	CHO	Lignin
QZ_K4	QZ	675.3387124	36	52	12	0	0	0	C36H52O12	CHO	Lignin
QZ_K4	QZ	659.3436381	36	52	11	0	0	0	C36H52O11	CHO	Lignin
QZ_K4	QZ	643.3487482	36	52	10	0	0	0	C36H52O10	CHO	Lignin
QZ_K4	QZ	627.3536938	36	52	9	0	0	0	C36H52O9	CHO	Lignin
QZ_K4	QZ	620.3444303	36	52	2	3	1	1	C36H52O2N3SP	CHONSP	UnsatHC
QZ_K4	QZ	611.358659	36	52	8	0	0	0	C36H52O8	CHO	Lignin
QZ_K4	QZ	608.3153019	36	52	1	1	2	1	C36H52ONS2P	CHONSP	UnsatHC
QZ_K4	QZ	568.2396938	27	39	12	1	0	0	C27H39O12N	CHON	Lignin
QZ_K4	QZ	568.2221259	27	39	10	1	1	0	C27H39O10NS	CHONS	Lignin
QZ_K4	QZ	552.2450544	27	39	11	1	0	0	C27H39O11N	CHON	Lignin
QZ_K4	QZ	552.2271576	27	39	9	1	1	0	C27H39O9NS	CHONS	Lignin
QZ_K4	QZ	536.2501051	27	39	10	1	0	0	C27H39O10N	CHON	Lignin
QZ_K4	QZ	520.2550869	27	39	9	1	0	0	C27H39O9N	CHON	Lignin
QZ_K4	QZ	504.2602309	27	39	8	1	0	0	C27H39O8N	CHON	Lignin
QZ_K4	QZ	488.2653531	27	39	7	1	0	0	C27H39O7N	CHON	Lignin
QZ_K4	QZ	472.2702668	27	39	6	1	0	0	C27H39O6N	CHON	Lignin
QZ_K4	QZ	458.0976964	18	26	5	3	2	1	C18H26O5N3S2P	CHONSP	Lignin
QZ_K4	QZ	449.1298948	18	26	13	0	0	0	C18H26O13	CHO	Tannin
QZ_K4	QZ	433.117251	18	26	10	0	1	0	C18H26O10S	CHOS	Lignin
QZ_K4	QZ	417.1401558	18	26	11	0	0	0	C18H26O11	CHO	Lignin
QZ_K4	QZ	417.1223319	18	26	9	0	1	0	C18H26O9S	CHOS	Lignin
QZ_K4	QZ	413.1564244	18	26	9	2	0	0	C18H26O9N2	CHON	Lignin
QZ_K4	QZ	401.1452804	18	26	10	0	0	0	C18H26O10	CHO	Lignin
QZ_K4	QZ	401.1275205	18	26	8	0	1	0	C18H26O8S	CHOS	Lignin
QZ_K4	QZ	397.1617383	18	26	8	2	0	0	C18H26O8N2	CHON	Lignin
QZ_K4	QZ	385.1504429	18	26	9	0	0	0	C18H26O9	CHO	Lignin
QZ_K4	QZ	385.132602	18	26	7	0	1	0	C18H26O7S	CHOS	Lignin
QZ_K4	QZ	381.166698	18	26	7	2	0	0	C18H26O7N2	CHON	Lignin
QZ_K4	QZ	369.1555384	18	26	8	0	0	0	C18H26O8	CHO	Lignin
QZ_K4	QZ	369.1376914	18	26	6	0	1	0	C18H26O6S	CHOS	Lignin
QZ_K4	QZ	365.1718697	18	26	6	2	0	0	C18H26O6N2	CHON	Lignin
QZ_K4	QZ	353.1606409	18	26	7	0	0	0	C18H26O7	CHO	Lignin
QZ_K4	QZ	353.142745	18	26	5	0	1	0	C18H26O5S	CHOS	Lignin
QZ_K4	QZ	337.1657655	18	26	6	0	0	0	C18H26O6	CHO	Lignin
QZ_K4	QZ	321.1708274	18	26	5	0	0	0	C18H26O5	CHO	Lignin
QZ_K4	QZ	305.1758096	18	26	4	0	0	0	C18H26O4	CHO	Lignin
QZ_K4	QZ	291.0208792	9	13	5	2	1	1	C9H13O5N2SP	CHONSP	Lignin
QZ_K4	QZ	289.1808803	18	26	3	0	0	0	C18H26O3	CHO	Lignin
QZ_K4	QZ	275.0259736	9	13	4	2	1	1	C9H13O4N2SP	CHONSP	Lignin
QZ_K4	QZ	262.0390966	9	13	6	1	1	0	C9H13O6NS	CHONS	Tannin
QZ_K4	QZ	246.0441487	9	13	5	1	1	0	C9H13O5NS	CHONS	Lignin
QZ_K4	QZ	230.0669595	9	13	6	1	0	0	C9H13O6N	CHON	Tannin
QZ_K4	QZ	230.0491646	9	13	4	1	1	0	C9H13O4NS	CHONS	Lignin
QZ_K4	QZ	214.0720602	9	13	5	1	0	0	C9H13O5N	CHON	Lignin
QZ_K4	QZ	214.0543253	9	13	3	1	1	0	C9H13O3NS	CHONS	Lignin
QZ_K4	QZ	198.0771459	9	13	4	1	0	0	C9H13O4N	CHON	Lignin
QZ_K4	QZ	182.0822296	9	13	3	1	0	0	C9H13O3N	CHON	Lignin
QZ_K4	QZ	680.3736274	38	55	6	3	1	0	C38H55O6N3S	CHONS	Lignin
QZ_K4	QZ	597.25531	29	42	13	0	0	0	C29H42O13	CHO	Lignin
QZ_K4	QZ	581.2604101	29	42	12	0	0	0	C29H42O12	CHO	Lignin
QZ_K4	QZ	581.2425903	29	42	10	0	1	0	C29H42O10S	CHOS	Lignin
QZ_K4	QZ	565.2656021	29	42	11	0	0	0	C29H42O11	CHO	Lignin
QZ_K4	QZ	561.2814761	29	42	9	2	0	0	C29H42O9N2	CHON	Lignin
QZ_K4	QZ	549.2525151	29	42	8	0	1	0	C29H42O8S	CHOS	Lignin
QZ_K4	QZ	533.275818	29	42	9	0	0	0	C29H42O9	CHO	Lignin
QZ_K4	QZ	517.280443	29	42	8	0	0	0	C29H42O8	CHO	Lignin
QZ_K4	QZ	501.2858293	29	42	7	0	0	0	C29H42O7	CHO	Lignin
QZ_K4	QZ	485.2906419	29	42	6	0	0	0	C29H42O6	CHO	Lignin
QZ_K4	QZ	469.2958639	29	42	5	0	0	0	C29H42O5	CHO	Lignin
QZ_K4	QZ	453.3010133	29	42	4	0	0	0	C29H42O4	CHO	Lignin
QZ_K4	QZ	713.3904161	40	58	11	0	0	0	C40H58O11	CHO	Lignin
QZ_K4	QZ	487.1308436	20	29	8	2	1	1	C20H29O8N2SP	CHONSP	Lignin
QZ_K4	QZ	458.1488631	20	29	9	1	1	0	C20H29O9NS	CHONS	Lignin
QZ_K4	QZ	442.1718241	20	29	10	1	0	0	C20H29O10N	CHON	Lignin
QZ_K4	QZ	442.1541172	20	29	8	1	1	0	C20H29O8NS	CHONS	Lignin
QZ_K4	QZ	426.1770358	20	29	9	1	0	0	C20H29O9N	CHON	Lignin
QZ_K4	QZ	426.1592329	20	29	7	1	1	0	C20H29O7NS	CHONS	Lignin
QZ_K4	QZ	422.1931639	20	29	7	3	0	0	C20H29O7N3	CHON	Lignin
QZ_K4	QZ	410.1820662	20	29	8	1	0	0	C20H29O8N	CHON	Lignin
QZ_K4	QZ	410.1641853	20	29	6	1	1	0	C20H29O6NS	CHONS	Lignin
QZ_K4	QZ	394.1871245	20	29	7	1	0	0	C20H29O7N	CHON	Lignin
QZ_K4	QZ	394.1691985	20	29	5	1	1	0	C20H29O5NS	CHONS	Lignin
